Product Code,Ship Direct Flag,Delivery Flash,Stock Level,Stock Promise Date,DROPPEDLINE
GU066,STOCKED,DF_23WEEKS,0,,N
GU067,STOCKED,DF_23WEEKS,0,,N
GU068,STOCKED,DF_23WEEKS,0,,N
GU069,STOCKED,DF_23WEEKS,0,,N
GU070,STOCKED,DF_23WEEKS,0,,N
GU071,STOCKED,DF_23WEEKS,0,,N
GU072,STOCKED,DF_23WEEKS,0,,N
GU074,STOCKED,DF_23WEEKS,0,,N
GU075,STOCKED,DF_23WEEKS,0,,N
GU076,STOCKED,DF_23WEEKS,0,,N
GU077,STOCKED,DF_23WEEKS,0,,N
GU078,STOCKED,DF_23WEEKS,0,,N
GU079,STOCKED,DF_23WEEKS,0,,N
GU080,STOCKED,DF_23WEEKS,0,,N
GU081,STOCKED,DF_23WEEKS,0,,N
GU082,STOCKED,DF_23WEEKS,0,,N
GU083,STOCKED,DF_23WEEKS,0,,N
GU084,STOCKED,DF_23WEEKS,0,,N
GU085,STOCKED,DF_23WEEKS,0,,N
GU086,STOCKED,DF_23WEEKS,0,,N
GU087,STOCKED,DF_23WEEKS,0,,N
GU088,STOCKED,DF_23WEEKS,0,,N
GU089,STOCKED,DF_23WEEKS,0,,N
GU090,STOCKED,DF_23WEEKS,0,,N
GU091,STOCKED,DF_23WEEKS,0,,N
GU092,STOCKED,DF_23WEEKS,0,,N
GU093,STOCKED,DF_23WEEKS,0,,N
GU094,STOCKED,DF_23WEEKS,0,,N
GU095,STOCKED,DF_23WEEKS,0,,N
GU096,STOCKED,DF_23WEEKS,0,,N
GU100,STOCKED,,100,,N
GU101,STOCKED,,86,,N
GU102,STOCKED,,100,06/07/2024 00:00:00,N
GU103,STOCKED,,100,,N
GU106,STOCKED,,100,17/03/2024 00:00:00,N
GU107,STOCKED,,100,18/04/2024 00:00:00,N
GU108,STOCKED,,100,04/07/2024 00:00:00,N
GU109,STOCKED,,100,17/03/2024 00:00:00,N
GU110,STOCKED,,100,,N
GU111,STOCKED,,100,,N
GU112,STOCKED,,100,,N
GU113,STOCKED,,93,17/03/2024 00:00:00,N
GU116,STOCKED,,100,17/03/2024 00:00:00,N
GU117,STOCKED,,100,20/06/2024 00:00:00,N
GU118,STOCKED,,100,17/03/2024 00:00:00,N
GU119,STOCKED,,100,20/06/2024 00:00:00,N
GU120,STOCKED,,100,17/03/2024 00:00:00,N
GU121,STOCKED,,100,17/03/2024 00:00:00,N
GU122,STOCKED,,100,18/03/2024 00:00:00,N
GU125,STOCKED,,100,18/03/2024 00:00:00,N
GU126,STOCKED,,100,17/03/2024 00:00:00,N
GU127,STOCKED,,46,17/03/2024 00:00:00,N
GU128,STOCKED,,100,17/03/2024 00:00:00,N
GU129,STOCKED,,65,17/03/2024 00:00:00,N
GU130,STOCKED,,100,17/03/2024 00:00:00,N
GU131,STOCKED,,100,,N
GU132,STOCKED,,100,20/06/2024 00:00:00,N
GU133,STOCKED,,100,20/04/2024 00:00:00,N
GU136,STOCKED,DF_23DAYS,0,,Y
GU137,STOCKED,DF_23DAYS,100,,N
GU138,STOCKED,DF_23DAYS,100,,N
GU139,STOCKED,DF_23DAYS,100,,N
GU140,STOCKED,DF_23DAYS,100,,N
GU141,STOCKED,DF_23DAYS,100,,N
GU142,STOCKED,DF_23DAYS,58,02/05/2024 00:00:00,N
GU143,STOCKED,DF_23DAYS,100,,N
GU146,STOCKED,DF_23DAYS,37,,N
GU147,STOCKED,DF_23DAYS,100,,N
GU148,STOCKED,,4,,N
GU149,STOCKED,DF_23DAYS,100,,N
GU150,STOCKED,DF_23DAYS,100,,N
GU151,STOCKED,DF_23DAYS,100,,N
GU153,STOCKED,DF_23DAYS,0,,N
GU154,STOCKED,DF_23DAYS,100,,N
GU155,STOCKED,DF_23DAYS,100,,N
GU156,STOCKED,DF_23DAYS,100,,N
GU157,STOCKED,,69,,N
GU158,STOCKED,DF_23DAYS,100,14/03/2024 00:00:00,N
GU159,STOCKED,DF_23DAYS,100,,N
GU160,STOCKED,,100,,N
GU161,STOCKED,,100,,N
GU162,STOCKED,DF_23DAYS,96,,N
GU163,STOCKED,DF_23DAYS,97,,N
GU164,STOCKED,DF_23DAYS,89,,N
GU165,STOCKED,DF_23DAYS,100,,N
GU166,STOCKED,DF_23DAYS,100,06/07/2024 00:00:00,N
GU167,STOCKED,,86,20/04/2024 00:00:00,N
GU168,STOCKED,,100,,N
GU169,STOCKED,DF_23DAYS,100,,N
GU170,STOCKED,DF_23DAYS,61,,N
GU171,STOCKED,DF_23DAYS,100,18/04/2024 00:00:00,N
GU172,STOCKED,DF_23DAYS,100,,N
GU173,STOCKED,DF_23DAYS,48,,N
GU174,STOCKED,DF_23DAYS,100,,N
GU175,STOCKED,,67,,N
GU176,STOCKED,,29,13/05/2024 00:00:00,N
GU177,STOCKED,DF_23DAYS,100,31/03/2024 00:00:00,N
GU178,STOCKED,DF_23DAYS,84,,N
GU179,STOCKED,DF_23DAYS,100,,N
GU180,STOCKED,DF_23DAYS,100,18/04/2024 00:00:00,N
GU181,STOCKED,DF_23DAYS,100,,N
GU182,STOCKED,,93,,N
GU183,STOCKED,,100,,N
GU184,STOCKED,DF_23DAYS,100,,N
GU185,STOCKED,DF_23DAYS,100,,N
GU186,STOCKED,DF_23DAYS,90,,N
GU187,STOCKED,DF_23DAYS,100,,N
GU188,STOCKED,DF_23DAYS,100,06/06/2024 00:00:00,N
GU189,STOCKED,,100,17/03/2024 00:00:00,N
GU190,STOCKED,,100,18/04/2024 00:00:00,N
GU191,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU192,STOCKED,DF_23DAYS,100,,N
GU193,STOCKED,DF_23DAYS,100,18/04/2024 00:00:00,N
GU194,STOCKED,DF_23DAYS,100,18/03/2024 00:00:00,N
GU195,STOCKED,DF_23DAYS,32,,N
GU196,STOCKED,DF_23DAYS,41,31/03/2024 00:00:00,N
GU197,STOCKED,DF_23DAYS,79,04/07/2024 00:00:00,N
GU198,STOCKED,DF_23DAYS,100,,N
GU199,STOCKED,DF_23DAYS,91,,N
GU200,STOCKED,DF_23DAYS,100,20/04/2024 00:00:00,N
GU201,STOCKED,,95,17/03/2024 00:00:00,N
GU202,STOCKED,,100,17/03/2024 00:00:00,N
GU203,STOCKED,DF_23DAYS,100,11/04/2024 00:00:00,N
GU204,STOCKED,DF_23DAYS,0,17/03/2024 00:00:00,N
GU205,STOCKED,DF_23DAYS,0,18/04/2024 00:00:00,N
GU206,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU207,STOCKED,DF_23DAYS,100,,N
GU208,STOCKED,DF_23DAYS,86,,N
GU209,STOCKED,DF_23DAYS,99,,N
GU210,STOCKED,DF_23DAYS,59,,N
GU211,STOCKED,DF_23DAYS,0,18/04/2024 00:00:00,N
GU212,STOCKED,,100,02/05/2024 00:00:00,N
GU213,STOCKED,,13,13/05/2024 00:00:00,N
GU214,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU215,STOCKED,DF_23DAYS,100,,N
GU216,STOCKED,DF_23DAYS,100,,N
GU217,STOCKED,DF_23DAYS,100,20/04/2024 00:00:00,N
GU218,STOCKED,DF_23DAYS,100,,N
GU219,STOCKED,DF_23DAYS,100,04/07/2024 00:00:00,N
GU220,STOCKED,DF_23DAYS,100,02/05/2024 00:00:00,N
GU221,STOCKED,,100,,N
GU222,STOCKED,,100,,N
GU223,STOCKED,DF_23DAYS,100,,N
GU224,STOCKED,DF_23DAYS,100,,N
GU225,STOCKED,DF_23DAYS,100,18/04/2024 00:00:00,N
GU226,STOCKED,DF_23DAYS,100,,N
GU227,STOCKED,DF_23DAYS,100,,N
GU228,STOCKED,DF_23DAYS,50,31/03/2024 00:00:00,N
GU229,STOCKED,DF_23DAYS,56,31/03/2024 00:00:00,N
GU233,STOCKED,DF_23DAYS,0,,N
GU237,STOCKED,,100,,N
GU238,STOCKED,,95,18/04/2024 00:00:00,N
GU239,STOCKED,,100,,N
GU240,STOCKED,,100,,N
GU241,STOCKED,,100,,N
GU242,STOCKED,,100,,N
GU243,STOCKED,,100,17/03/2024 00:00:00,N
GU244,STOCKED,,76,,N
GU245,STOCKED,DF_23DAYS,6,,N
GU246,STOCKED,DF_23DAYS,100,31/03/2024 00:00:00,N
GU247,STOCKED,,100,17/03/2024 00:00:00,N
GU248,STOCKED,,100,18/04/2024 00:00:00,N
GU249,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU250,STOCKED,DF_23DAYS,100,18/04/2024 00:00:00,N
GU251,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU252,STOCKED,DF_23DAYS,100,17/03/2024 00:00:00,N
GU253,STOCKED,DF_23DAYS,100,,N
GU254,STOCKED,,100,,N
GU255,STOCKED,,100,,N
GU256,STOCKED,DF_23DAYS,100,,N
GU257,STOCKED,DF_23DAYS,100,,N
GU258,STOCKED,DF_23DAYS,69,31/03/2024 00:00:00,N
GU259,STOCKED,DF_23DAYS,100,,N
GU262,STOCKED,,0,,Y
GU263,STOCKED,,0,,Y
GU265,STOCKED,,0,,Y
GU267,STOCKED,,0,,Y
GU268,STOCKED,,0,,Y
GU269,STOCKED,,0,,Y
GU270,STOCKED,,0,,Y
GU271,STOCKED,,0,,Y
GU272,STOCKED,,100,,N
GU273,STOCKED,,100,,N
GU275,STOCKED,,43,,N
GU276,STOCKED,,100,,N
GU277,STOCKED,,100,,N
GU278,STOCKED,,100,,N
GU279,STOCKED,,100,20/04/2024 00:00:00,N
GU280,STOCKED,,100,,N
GU281,STOCKED,,100,,N
GU282,STOCKED,,96,,N
GU283,STOCKED,,0,,Y
GU284,STOCKED,,1,,Y
GU286,STOCKED,,0,,Y
GU287,STOCKED,,0,,Y
GU289,STOCKED,,0,,Y
GU291,STOCKED,,0,,Y
GU292,STOCKED,,30,,Y
GU293,STOCKED,,0,,Y
GU294,STOCKED,DF_23DAYS,100,,N
GU295,STOCKED,DF_23DAYS,100,,N
GU296,STOCKED,,100,,N
GU297,STOCKED,,100,,N
GU298,STOCKED,,100,,N
GU299,STOCKED,,100,,N
GU300,STOCKED,,4,,Y
GU301,STOCKED,,100,,N
GU302,STOCKED,,86,,N
GU303,STOCKED,,86,,N
GU304,STOCKED,,100,,N
GU306,STOCKED,,20,,Y
GU307,STOCKED,,0,,Y
GU309,STOCKED,,0,,Y
GU310,STOCKED,,0,,Y
GU311,STOCKED,,0,,Y
GU312,STOCKED,,0,,Y
GU313,STOCKED,,0,,Y
GU315,STOCKED,,0,,Y
GU319,STOCKED,,0,,Y
GU320,STOCKED,,0,,Y
GU322,STOCKED,,100,,N
GU323,STOCKED,,100,,N
GU324,STOCKED,,100,06/07/2024 00:00:00,N
GU325,STOCKED,,100,06/07/2024 00:00:00,N
GU328,STOCKED,,0,,Y
GU329,STOCKED,,0,,Y
GU331,STOCKED,,100,,N
GU332,STOCKED,,100,,N
GU333,STOCKED,,100,,N
GU334,STOCKED,,100,,N
GU335,STOCKED,DF_23DAYS,100,08/04/2024 00:00:00,N
GU336,STOCKED,DF_23DAYS,100,,N
GU337,STOCKED,DF_23DAYS,100,08/04/2024 00:00:00,N
GU338,STOCKED,,100,08/04/2024 00:00:00,N
GU344,STOCKED,,100,,N
GU345,STOCKED,,100,,N
GU346,STOCKED,,100,,N
GU347,STOCKED,,100,,N
GU348,STOCKED,,100,,N
GU351,STOCKED,,100,02/05/2024 00:00:00,N
GU352,STOCKED,,100,,N
GU353,STOCKED,DF_23DAYS,100,21/04/2024 00:00:00,N
GU354,STOCKED,DF_23DAYS,100,,N
GU355,STOCKED,DF_23DAYS,100,20/05/2024 00:00:00,N
GU357,STOCKED,DF_23DAYS,100,20/05/2024 00:00:00,N
GU359,STOCKED,DF_23DAYS,100,05/04/2024 00:00:00,N
GU360,STOCKED,DF_23DAYS,100,,N
GU361,STOCKED,DF_23DAYS,100,05/04/2024 00:00:00,N
GU362,STOCKED,DF_23DAYS,100,25/04/2024 00:00:00,N
GU364,STOCKED,DF_23WEEKS,51,,N
GU365,STOCKED,DF_23WEEKS,12,,N
GU366,STOCKED,DF_23WEEKS,21,,N
GU367,STOCKED,DF_23WEEKS,41,,N
GU368,STOCKED,DF_23WEEKS,30,,N
GU369,STOCKED,DF_23WEEKS,17,,N
GU370,STOCKED,DF_23WEEKS,20,,N
GU371,STOCKED,DF_23WEEKS,33,,N
GU372,STOCKED,DF_23WEEKS,26,,N
GU373,STOCKED,DF_23WEEKS,35,,N
GU374,STOCKED,DF_23WEEKS,18,,N
GU375,STOCKED,DF_23WEEKS,32,,N
GU380,STOCKED,,0,,Y
GU381,STOCKED,,0,,Y
GU382,STOCKED,,0,,Y
GU383,STOCKED,,0,,Y
GU384,STOCKED,,0,,Y
GU385,STOCKED,,0,,Y
GU387,STOCKED,,0,,Y
GU388,STOCKED,,100,,N
GU389,STOCKED,,100,,N
GU390,STOCKED,,100,,N
GU391,STOCKED,,100,,N
GU392,STOCKED,,100,,N
GU393,STOCKED,,100,,N
GU394,STOCKED,,100,,N
GU395,STOCKED,,100,,N
GU396,STOCKED,,100,,N
GU397,STOCKED,DF_23DAYS,53,16/03/2024 00:00:00,N
GU398,STOCKED,DF_23DAYS,10,23/03/2024 00:00:00,N
GU399,STOCKED,DF_23DAYS,17,23/03/2024 00:00:00,N
GU400,STOCKED,,100,02/05/2024 00:00:00,N
GU401,STOCKED,,0,02/05/2024 00:00:00,N
GU404,STOCKED,,0,16/03/2024 00:00:00,N
GU405,STOCKED,,0,16/03/2024 00:00:00,N
GU406,STOCKED,,0,18/03/2024 00:00:00,N
GU407,STOCKED,,0,18/03/2024 00:00:00,N
GU408,STOCKED,DF_23DAYS,0,23/03/2024 00:00:00,N
GU409,STOCKED,DF_23DAYS,22,03/05/2024 00:00:00,N
GU410,STOCKED,DF_23DAYS,17,30/03/2024 00:00:00,N
GU411,STOCKED,DF_23DAYS,21,30/03/2024 00:00:00,N
GU413,STOCKED,DF_14DAY,0,,Y
GU414,STOCKED,,0,,Y
GU416,STOCKED,,0,18/03/2024 00:00:00,N
GU417,STOCKED,,44,18/03/2024 00:00:00,N
GU418,STOCKED,,92,09/03/2024 00:00:00,N
GU419,STOCKED,,49,16/03/2024 00:00:00,N
GU420,STOCKED,,100,,N
GU421,STOCKED,,82,31/03/2024 00:00:00,N
GU422,STOCKED,,100,31/03/2024 00:00:00,N
GU423,STOCKED,,83,31/03/2024 00:00:00,N
GU424,STOCKED,,100,01/07/2024 00:00:00,N
GU425,STOCKED,,100,01/07/2024 00:00:00,N
GU426,STOCKED,,100,01/07/2024 00:00:00,N
GU427,STOCKED,,100,01/07/2024 00:00:00,N
GU428,STOCKED,,100,,N
GU429,STOCKED,,46,,N
GU430,STOCKED,,43,,N
GU431,STOCKED,,28,,N
GU432,STOCKED,DF_23DAYS,0,09/03/2024 00:00:00,N
GU433,STOCKED,DF_23DAYS,19,09/03/2024 00:00:00,N
GU434,STOCKED,DF_23DAYS,6,09/03/2024 00:00:00,N
GU435,STOCKED,,0,16/03/2024 00:00:00,N
GU436,STOCKED,,100,16/03/2024 00:00:00,N
GU440,STOCKED,,100,09/03/2024 00:00:00,N
GU441,STOCKED,,100,09/03/2024 00:00:00,N
GU442,STOCKED,,32,16/03/2024 00:00:00,N
GU443,STOCKED,,30,,N
GU444,STOCKED,,18,,N
GU446,STOCKED,,0,,Y
GU448,STOCKED,,0,,Y
GU449,STOCKED,,22,,N
GU450,STOCKED,,27,16/03/2024 00:00:00,N
GU451,STOCKED,,83,09/03/2024 00:00:00,N
GU452,STOCKED,,28,16/03/2024 00:00:00,N
GU453,STOCKED,DF_23DAYS,100,01/07/2024 00:00:00,N
GU454,STOCKED,DF_23DAYS,100,04/07/2024 00:00:00,N
GU455,STOCKED,DF_23DAYS,100,01/07/2024 00:00:00,N
GU456,STOCKED,,100,,N
GU462,STOCKED,,100,09/03/2024 00:00:00,N
GU463,STOCKED,,100,09/03/2024 00:00:00,N
GU464,STOCKED,DF_23DAYS,0,,Y
GU466,STOCKED,,100,16/03/2024 00:00:00,N
GU468,STOCKED,,100,09/03/2024 00:00:00,N
GU469,STOCKED,,0,,Y
GU471,STOCKED,DF_23DAYS,100,23/03/2024 00:00:00,N
GU472,STOCKED,DF_23DAYS,100,09/03/2024 00:00:00,N
GU473,STOCKED,DF_23DAYS,100,09/03/2024 00:00:00,N
GU475,STOCKED,DF_23DAYS,0,,Y
GU478,STOCKED,,5,,N
GU479,STOCKED,,3,,N
GU480,STOCKED,,3,,N
GU481,STOCKED,,1,24/03/2024 00:00:00,N
GU482,STOCKED,,3,,N
GU483,STOCKED,,100,,N
GU484,STOCKED,,100,31/03/2024 00:00:00,N
GU485,STOCKED,,100,31/03/2024 00:00:00,N
GU486,STOCKED,,100,31/03/2024 00:00:00,N
GU487,STOCKED,,100,,N
GU488,STOCKED,,0,31/03/2024 00:00:00,N
GU489,STOCKED,,54,03/05/2024 00:00:00,N
GU490,STOCKED,,59,03/06/2024 00:00:00,N
GU492,STOCKED,,41,,Y
GU493,STOCKED,,0,,Y
GU496,STOCKED,,0,,Y
GU497,STOCKED,,1,,N
GU498,STOCKED,,31,,N
GU499,STOCKED,,42,,N
GU500,STOCKED,,100,18/03/2024 00:00:00,N
GU501,STOCKED,,100,18/03/2024 00:00:00,N
GU502,STOCKED,,100,18/03/2024 00:00:00,N
GU503,STOCKED,,100,,N
GU504,STOCKED,,8,18/03/2024 00:00:00,N
GU505,STOCKED,,100,,N
GU506,STOCKED,,0,18/03/2024 00:00:00,N
GU507,STOCKED,,100,,N
GU508,STOCKED,,100,18/03/2024 00:00:00,N
GU509,STOCKED,,57,18/03/2024 00:00:00,N
GU510,STOCKED,,69,18/03/2024 00:00:00,N
GU511,STOCKED,,27,18/03/2024 00:00:00,N
GU512,STOCKED,,100,,N
GU513,STOCKED,,100,,N
GU514,STOCKED,,100,,N
GU519,STOCKED,,0,,Y
GU520,STOCKED,,0,,Y
GU521,STOCKED,,0,,Y
GU522,STOCKED,,0,,Y
GU523,STOCKED,,100,,N
GU524,STOCKED,,100,,N
GU525,STOCKED,,100,,N
GU526,STOCKED,,100,,N
GU527,STOCKED,,0,,N
GU528,STOCKED,,0,,N
GU532,STOCKED,,100,,N
GU533,STOCKED,,100,,N
GU534,STOCKED,,88,,N
GU535,STOCKED,,100,,N
GU536,STOCKED,,100,18/03/2024 00:00:00,N
GU537,STOCKED,,100,30/06/2024 00:00:00,N
GU538,STOCKED,,79,,N
GU539,STOCKED,,100,,N
GU540,STOCKED,,100,,N
GU541,STOCKED,,100,13/05/2024 00:00:00,N
GU542,STOCKED,,100,18/03/2024 00:00:00,N
GU543,STOCKED,,55,13/05/2024 00:00:00,N
GU544,STOCKED,,100,,N
GU545,STOCKED,,100,,N
GU546,STOCKED,,100,,N
GU548,STOCKED,DF_23DAYS,2,,Y
GU549,STOCKED,DF_23DAYS,0,,Y
GU550,STOCKED,DF_23DAYS,0,,Y
GU551,STOCKED,DF_23DAYS,19,,Y
GU552,STOCKED,,100,,N
GU553,STOCKED,,100,,N
GU554,STOCKED,,100,,N
GU555,STOCKED,,100,,N
GU556,STOCKED,,100,,N
GU557,STOCKED,DF_23DAYS,100,,N
GU558,STOCKED,DF_23DAYS,100,08/04/2024 00:00:00,N
GU559,STOCKED,DF_23DAYS,100,08/04/2024 00:00:00,N
GU560,STOCKED,DF_23DAYS,100,,N
GU561,STOCKED,DF_23DAYS,100,08/04/2024 00:00:00,N
GU562,STOCKED,DF_23DAYS,100,04/07/2024 00:00:00,N
GU563,STOCKED,,100,,N
GU647,DIRECT,DF_68WEEKS,0,,N
GU695,STOCKED,DF_23WEEKS,1,,Y
GU696,STOCKED,DF_23WEEKS,6,,Y
GU697,STOCKED,DF_23WEEKS,9,,Y
GU698,STOCKED,DF_23WEEKS,15,,Y
GU700,STOCKED,DF_23WEEKS,12,,Y
GU701,STOCKED,DF_23WEEKS,7,,Y
GU702,STOCKED,DF_23WEEKS,4,,Y
GU703,STOCKED,,0,,Y
GU704,STOCKED,DF_23WEEKS,9,,Y
GU705,STOCKED,DF_23WEEKS,2,,Y
GU706,STOCKED,DF_23WEEKS,3,,Y
GU707,STOCKED,DF_23WEEKS,17,,Y
GU708,STOCKED,DF_23WEEKS,11,,Y
GU709,STOCKED,DF_23WEEKS,2,,Y
GU710,STOCKED,DF_23WEEKS,4,,Y
GU711,STOCKED,DF_23WEEKS,0,,Y
GU712,STOCKED,DF_23WEEKS,3,,Y
GU713,STOCKED,DF_23WEEKS,2,,Y
GU714,STOCKED,DF_23WEEKS,8,,Y
GU715,STOCKED,DF_23WEEKS,4,,Y
GU716,STOCKED,DF_23WEEKS,14,,Y
GU717,STOCKED,DF_23WEEKS,4,,Y
GU718,STOCKED,DF_23WEEKS,12,,Y
GU719,STOCKED,,0,,Y
GU720,STOCKED,DF_45WEEKS,0,,Y
GU721,STOCKED,DF_23WEEKS,3,,Y
GU722,STOCKED,DF_23WEEKS,2,,Y
GU723,STOCKED,DF_23WEEKS,8,,Y
GU724,STOCKED,DF_23WEEKS,13,,Y
GU725,STOCKED,DF_23WEEKS,8,,Y
GU726,STOCKED,DF_23WEEKS,15,,Y
GU727,STOCKED,,0,,Y
GU728,STOCKED,,0,,Y
GU729,STOCKED,,0,,Y
GU730,STOCKED,,0,,Y
GU731,STOCKED,,0,,Y
GU732,STOCKED,,0,,Y
GU733,STOCKED,,0,,Y
GU734,STOCKED,,0,,Y
GU735,STOCKED,,0,,Y
GU736,STOCKED,,0,,Y
GU737,STOCKED,,0,,Y
GU738,STOCKED,,0,,Y
GU739,STOCKED,,0,,Y
GU740,STOCKED,,0,,Y
GU741,STOCKED,,0,,Y
GU742,STOCKED,,0,,Y
GU743,STOCKED,,0,,Y
GU744,STOCKED,,0,,Y
GU745,STOCKED,,0,,Y
GU746,STOCKED,,0,,Y
GU747,STOCKED,,0,,Y
GU748,STOCKED,,0,,Y
GU749,STOCKED,,0,,Y
GU750,STOCKED,,0,,Y
GU751,STOCKED,,0,,Y
GU752,STOCKED,,0,,Y
GU753,STOCKED,DF_23WEEKS,1,,Y
GU754,STOCKED,DF_45WEEKS,0,,Y
GU757,STOCKED,DF_45WEEKS,0,,Y
GU758,STOCKED,DF_23WEEKS,32,,Y
GU759,STOCKED,DF_23WEEKS,0,,Y
GU760,STOCKED,DF_23WEEKS,10,,N
GU763,STOCKED,DF_23WEEKS,2,,N
GU764,STOCKED,DF_23WEEKS,7,,N
GU765,STOCKED,DF_23WEEKS,0,,N
GU766,STOCKED,DF_23WEEKS,16,,N
GU767,STOCKED,DF_23WEEKS,0,,N
GU768,STOCKED,DF_23WEEKS,14,,N
GU769,STOCKED,DF_23WEEKS,11,,N
GU770,STOCKED,DF_23WEEKS,4,,N
GU771,STOCKED,DF_23WEEKS,0,,N
GU772,STOCKED,DF_23WEEKS,0,,N
GU773,STOCKED,DF_23WEEKS,0,,N
GU774,STOCKED,DF_23WEEKS,0,,N
GU775,STOCKED,DF_23WEEKS,0,,N
GU784,STOCKED,DF_23WEEKS,0,,N
GU785,STOCKED,DF_23WEEKS,0,,N
GU786,STOCKED,DF_23WEEKS,0,,N
GU787,STOCKED,DF_23WEEKS,0,,N
GU788,STOCKED,DF_23WEEKS,0,,N
GU789,STOCKED,DF_23WEEKS,0,,N
GU790,STOCKED,DF_23WEEKS,0,,N
GU791,STOCKED,DF_23WEEKS,0,,N
GU792,STOCKED,DF_23WEEKS,0,,N
GU793,STOCKED,DF_23WEEKS,0,,N
GU794,STOCKED,DF_23WEEKS,0,,N
GU795,STOCKED,DF_23WEEKS,0,,N
GU796,STOCKED,DF_23WEEKS,0,,N
GU797,STOCKED,DF_23WEEKS,0,,N
GU798,STOCKED,DF_23WEEKS,0,,N
GU799,STOCKED,DF_23WEEKS,9,,N
GU800,STOCKED,DF_23WEEKS,2,,N
GU801,STOCKED,DF_23WEEKS,1,,N
GU802,STOCKED,DF_23WEEKS,0,,N
GU807,STOCKED,DF_23WEEKS,4,,N
GU808,STOCKED,DF_23WEEKS,1,,N
GU809,STOCKED,DF_23WEEKS,5,,N
GU810,STOCKED,DF_23WEEKS,3,,N
GU811,STOCKED,DF_23WEEKS,0,,N
GU812,STOCKED,DF_23WEEKS,0,,N
GU813,STOCKED,DF_23WEEKS,2,,N
GU814,STOCKED,DF_23WEEKS,5,,N
GU819,STOCKED,,0,,Y
GU820,STOCKED,,0,,Y
GU821,STOCKED,,0,,Y
GU822,STOCKED,,0,,Y
GU823,STOCKED,,0,,Y
GU824,STOCKED,,0,,Y
GU825,STOCKED,,0,,Y
GU826,STOCKED,,0,,Y
GU827,STOCKED,,0,,Y
GU829,STOCKED,,0,,Y
GU830,STOCKED,,0,,Y
GU831,STOCKED,,0,,Y
GU832,STOCKED,,0,,Y
GU836,STOCKED,DF_45WEEKS,0,,Y
GU837,STOCKED,DF_34WEEKS,4,,Y
GU839,STOCKED,DF_34WEEKS,3,,Y
GU840,STOCKED,,0,,Y
GU841,STOCKED,,0,,Y
GU842,STOCKED,,0,,Y
GU843,STOCKED,,0,,Y
GU844,STOCKED,,0,,Y
GU845,STOCKED,DF_45WEEKS,0,,Y
GU846,STOCKED,DF_34WEEKS,4,,Y
GU848,STOCKED,,0,,Y
GU849,STOCKED,,0,,Y
GU851,STOCKED,DF_45WEEKS,0,,Y
GU852,STOCKED,,0,,Y
GU853,STOCKED,,0,,Y
GU854,STOCKED,,0,,Y
GU855,STOCKED,,0,,Y
GU856,STOCKED,,0,,Y
GU857,STOCKED,,0,,Y
GU858,STOCKED,,0,,Y
GU859,STOCKED,,0,,Y
GU860,STOCKED,,0,,Y
GU861,STOCKED,,0,,Y
GU862,STOCKED,,0,,Y
GU865,STOCKED,DF_34WEEKS,0,,Y
GU866,STOCKED,,0,,Y
GU869,STOCKED,,0,,Y
GU870,STOCKED,,0,,Y
GU871,STOCKED,,0,,Y
GU872,STOCKED,,0,,Y
GU873,STOCKED,,0,,Y
GU874,STOCKED,,0,,Y
GU875,STOCKED,,0,,Y
GU876,STOCKED,,0,,Y
GU877,STOCKED,,0,,Y
GU878,STOCKED,,0,,Y
GU879,STOCKED,,0,,Y
GU882,STOCKED,DF_23WEEKS,0,,N
GU883,STOCKED,DF_23WEEKS,0,,N
GU884,STOCKED,DF_23WEEKS,0,,N
GU885,STOCKED,DF_23WEEKS,0,,N
GU886,STOCKED,DF_23WEEKS,0,,N
GU887,STOCKED,DF_23WEEKS,0,,N
GU888,STOCKED,DF_23WEEKS,0,,N
GU889,STOCKED,DF_23WEEKS,0,,N
GU890,STOCKED,DF_23WEEKS,0,,N
GU891,STOCKED,DF_23WEEKS,0,,N
GU898,STOCKED,DF_23WEEKS,0,,N
GU899,STOCKED,DF_23WEEKS,0,,N
GU900,STOCKED,DF_23WEEKS,0,,N
GU901,STOCKED,DF_23WEEKS,0,,N
GU902,STOCKED,DF_23WEEKS,0,,N
GU903,STOCKED,DF_23WEEKS,0,,N
GU904,STOCKED,DF_23WEEKS,0,,N
GU905,STOCKED,,0,,Y
GU906,STOCKED,,0,,Y
GU907,STOCKED,,0,,Y
GU908,STOCKED,,0,,Y
GU909,STOCKED,DF_23WEEKS,100,,N
GU910,STOCKED,DF_23WEEKS,100,,N
GU911,STOCKED,DF_23WEEKS,11,,N
GU912,STOCKED,DF_23WEEKS,15,,N
GU913,STOCKED,DF_23WEEKS,9,,N
GU914,STOCKED,DF_23WEEKS,100,,N
GU915,STOCKED,DF_23WEEKS,100,,N
GU916,STOCKED,DF_23WEEKS,100,,N
GU917,STOCKED,DF_23WEEKS,100,,N
GU918,STOCKED,DF_23WEEKS,100,,N
GU919,STOCKED,DF_23WEEKS,31,,N
GU920,STOCKED,DF_23WEEKS,100,,N
